Store,phone,email,address,website
Sobeys Pharmacy - Lakeshore (St Clair Beach),519-735-1373,,19 Amy Croft DrLakeshore  ONN9K 1C7,www.sobeyspharmacy.com/location/lakeshore
Student Centre Pharmacy,519-971-3644,pharmacy@uwindsor.ca,401 Sunset Ave  CAW Student Centre  Room B06Windsor  ONN9B 3P4,www.universitypharmacy.ca
PharmaChoice - Tilbury (Mill Street Pharmacy),519-682-0033,,15 Mill St ETilbury  ONN0P 2L0,www.pharmachoice.com/locations/mill-street
TMC Pharmacy,519-979-1114,,13278 Tecumseh Rd E  Suite 100Tecumseh  ONN8N 3T6,www.medicalpharmacies.com/location-tecumseh-MP66
Totten Pharmacy - Windsor,519-254-6000,john.gerges01@gmail.com,2780 Totten St  Suite 2Windsor  ONN9B 0A9,www.rxhealthmed.ca/on/totten
Trinity Pharmacy,519-255-7873,,321 Tecumseh Rd E  Unit 2Windsor  ONN8X 2R5,
Ultima Apothecary,519-915-2101 ext 4,ultimaapothecary@gmail.com,2710 Howard AveWindsor  ONN8X 3X5,www.ultimamc.ca
Valor Health Pharmacy,519-974-4114,valorhealth.pharmacy@gmail.com,8424 Wyandotte St EWindsor  ONN8S 1T6,
Vidal Pharmacy,519-344-2222,,373 Vidal St SSarnia  ONN7T 2V3,
Wallaceburg Pharmacy,519-626-9600,,1044 Dufferin AveWallaceburg  ONN8A 2V8,
Walmart Pharmacy - Amherstburg,519-736-1964,,400 Sandwich St SAmherstburg  ONN0V 3L4,www.walmart.ca
Walmart Pharmacy - Chatham,519-352-9874,,881 St Clair StChatham  ONN7M 5J7,www.walmart.ca
Walmart Pharmacy - Leamington,519-326-8747,,304 Erie St SLeamington  ONN8H 3C5,www.walmart.ca
Walmart Pharmacy - Sarnia,519-542-5509,,1444 Quinn DrSarnia  ONN7S 6M8,www.walmart.ca
Walmart Pharmacy - Wallaceburg,519-627-8840,,60 McNaughton Ave  Unit 16Wallaceburg  ONN8A 1R9,www.walmart.ca
Walmart Pharmacy - Windsor - Dougall Ave,519-969-5131,,3120 Dougall AveWindsor  ONN9E 1S7,www.walmart.ca
Walmart Pharmacy - Windsor - Tecumseh Rd E,519-945-1154,,7100 Tecumseh Rd EWindsor  ONN8T 1E6,
Wellington Pharmacy,519-336-6104,,145 Wellington StSarnia  ONN7T 1G4,
West Grand Pharmacy,519-966-8621,,2950 Dougall Ave  Unit 8Windsor  ONN9E 1S2,west-grand-pharmacy.business.site
West Tecumseh Pharmacy,519-253-6789,westtecumsehrdl@hotmail.com,1800 Tecumseh Rd WWindsor  ONN9B 3T2,
Windsor Medical Pharmacy,519-258-9744,,2224 Walker Rd  Suite 170Windsor  ONN8W 3P6,www.medicalpharmacies.com
RxPress Care Pharmacy - Outpatient Pharmacy,519-254-5577 ext 52529,,2220 Kildare RdWindsor  ONN8W 2X3,www.wrh.on.ca
Wyandotte Pharmacy,519-948-6200,,7885 Wyandotte St EWindsor  ONN8S 2S8,
Zehrs DRUGStore Pharmacy - Kingsville,519-733-9115,phr00572@loblaw.ca,300 Main St EKingsville  ONN9Y 3S9,www.drugstorepharmacy.ca
Zehrs DRUGStore Pharmacy - Lasalle,519-966-5649,,5890 Malden RdWindsor  ONN9H 1S4,www.zehrs.ca/pharmacy?storeId=0521
Zehrs DRUGStore Pharmacy - St Clair Beach,519-735-8266,,400 Manning RdSt Clair Beach  ONN8N 4Z4,www.zehrs.ca/pharmacy?storeId=0573
Zehrs DRUGStore Pharmacy - Windsor - Tecumseh Rd E,519-974-6385,,7201 Tecumseh Rd EWindsor  ONN8T 3K4,www.zehrs.ca/pharmacy?storeId=0529
Rexall Specialty Pharmacy - London,519-685-0473,8101rx@rexall.ca,845 Consortium Court  Unit 841London  ONN6E 2S8,www.rexall.ca/storelocator/store/8101/
