Store,phone,email,address,website
Medicine Shoppe (The) - Oakville,905-842-2770,ms0209@store.medicineshoppe.ca,267 Lakeshore Rd E  Suite 209Oakville  ONL6J 1H9,www.medicineshoppe.ca/en/ontario/oakville/the-medi...
Mediplus Pharmacy 002,905-990-5454,,619 Lakeshore Rd EMississauga  ONL5G 1H9,
Metro Pharmacy - Georgetown,905-702-1131,,367 Mountainview Rd SGeorgetown  ONL7G 5X3,www.metro.ca/en/find-a-grocery/236
Metro Pharmacy - Milton,905-878-3111,,1050 Kennedy CircleMilton  ONL9T 0J9,www.metro.ca/en/find-a-grocery/296
Metro Pharmacy - Mississauga - Derry Rd W,905-785-8300,,3221 Derry Rd WMississauga  ONL5N 7L7,www.metro.ca/en/find-a-grocery/352
Metro Pharmacy - Mississauga - Erin Mills Pkwy,905-829-8929,pharmacy.help@metro.ca,Metro Sheridan Mall2225 Erin Mills PkwyMississauga  ONL5K 1T9,www.metro.ca/en/find-a-grocery/331
Metro Pharmacy - Mississauga - Southdown Rd,905-823-4900,,910 Southdown RdMississauga  ONL5G 2Y4,www.metro.ca/en/find-a-grocery/213
Metro Pharmacy - Oakville - North Service Rd W,905-337-7694,,280 North Service Rd W  Unit 1AOakville  ONL6M 2S2,www.metro.ca/en/find-a-grocery/258
Metro Pharmacy - Oakville - Upper Middle Rd E,905-849-4440,,1011 Upper Middle Rd EOakville  ONL6H 4L2,www.metro.ca/en/find-a-grocery/320
MI Clinic Pharmacy - Mississauga - Erin Centre Blvd (Erin Mills Town Plaza),905-828-8900,miclinicpharmacy@gmail.com,Erin Mills Town Plaza2690 Erin Centre Blvd  Unit A005Mississauga  ONL5M 5P5,
MI Clinic Pharmacy - Mississauga - Plantation Place,905-820-8600,mi.clinicpharmacy02@gmail.com,5055 Plantation Place  Unit C2 and C3Mississauga  ONL5M 6J3,
Midnite Pharmacy,905-270-6100 or 905-848-2376,,3025 Hurontario StMississauga  ONL5A 2H1,
Millcreek Pharmacy,289-904-0099,millcreekpharmacy1@gmail.com,6981 Millcreek Dr  Unit 2Mississauga  ONL5N 1N3,
Millway Drug Mart,905-607-8587,,Millway Plaza3200 Erin Mills Pkwy  Units 6-7Mississauga  ONL5L 1W8,
Milton Life Care Pharmacy,905-878-5665,,100 Bronte St SMilton  ONL9T 1Y8,www.miltonlifecare.com/services
Milton Square Pharmacy - Milton,905-878-8600,,1225 Maple Ave  Unit 200Milton  ONL9T 0A5,www.miltonsquarepharmacy.ca/
Miltowne Pharmacy,905-693-8002,,311 Commercial St  Unit 210Milton  ONL9T 3Z9,
Mint Care Pharmacy,905-469-4000,,2486 Old Bronte Rd  Suite C103Oakville  ONL6M 0Y4,mintcare.ca
MMT Centre Pharmacy,905-339-0200,mmtcenterpharmacy@outlook.com,1108 Speers RdOakville  ONL6L 2X4,
NKS Health,905-232-2322,pharmacy@nkshealth.ca,130 Dundas St E  Suite 500Mississauga  ONL5A 3V8,www.nkshealth.ca/
Nofrills DRUGStore Pharmacy - Mississauga - Burnhamthorpe Rd,905-820-7775,,2150 Burnhamthorpe Rd WMississauga  ONL5L 3A2,www.nofrills.ca/store-locator/details/3642
Nofrills DRUGStore Pharmacy - Mississauga - Creditview Rd,905-858-1866,phr03907@loblaw.ca,6085 Creditview RdMississauga  ONL5V 2A8,www.nofrills.ca/pharmacy?storeId=3907
Nofrills DRUGStore Pharmacy - Mississauga - Eglinton Ave W,905-712-9626,phr01356@loblaw.ca,620 Eglinton Ave WMississauga  ONL5R 3V2,www.nofrills.ca/store-locator/Daniel%27s+nofrills+...
Nofrills DRUGStore Pharmacy - Mississauga - South Service Rd,905-891-5004,,Dixie Outlet Mall1250 South Service RdMississauga  ONL5E 1V4,www.nofrills.ca/pharmacy?storeId=0744
Noor Healthcare Pharmacy,905-566-1777,,Dundas Towers165 Dundas St W  Unit 105Mississauga  ONL5B 2N6,
North Medafix Pharmacy,289-233-9883 ext 2,pharmacy@northmedafixcorp.ca,6905 Millcreek Dr  Unit 3Mississauga  ONL5N 6A3,www.northmedafixcorp.ca
Oak City Pharmacy,289-725-0505,info@oakcitypharmacy.com,180 Oak Park Blvd  Unit 107Oakville  ONL6H 0A6,oakcitypharmacy.com/
Oak Park Community Pharmacy - Oakville,905-257-7245,,River Glen Mews2530 Sixth LineOakville  ONL6H 6W5,oakparkpharmacy.tripod.com
Oakvillage Pharmacy,905-257-5200,pharmacy@oakvillagemedical.com,261 Oak Walk Dr  Unit J6Oakville  ONL6H 6M3,www.oakvillagemedical.com
Oakville Town Centre Pharmacy - Oakville,905-339-0400,info@otcclinic.com,300 North Service Rd W  Unit B17Oakville  ONL6M 2S2,www.otcclinic.com
Origins Pharmacy - Milton,905-636-9996,milton@originspharmacy.ca,725 Bront St S  Units 2-3Milton  ONL9T 9K1,originspharmacy.ca/
Origins Pharmacy and Compounding Lab - Oakville - 3075 Hospital Gate,905-847-9696,compounding@originspharmacy.ca,North Oakville Medical Building3075 Hospital Gate  Unit 108Oakville  ONL6M 1M1,www.originspharmacy.ca/
Origins Pharmacy and Home Health Care Centre - Oakville - 3001 Hospital Gate,905-847-3223,,Oakville Trafalgar Memorial Hospital (OTMH)3001 Hospital Gate  Unit 7  Level 1  Centre BlockOakville  ONL6M 0L8,www.originspharmacy.ca
Pacific Pharmacy,905-803-0276,pacificpharmacymississauga@yahoo.ca,113 Dundas St WMississauga  ONL5B 1H8,
Palermo Pharmacy,905-582-5520,,Palermo Professional Centre2525 Old Bronte Rd  Unit 100Oakville  ONL6M 4J2,
Parkerhill Pharmacy,905-306-1000,,255 Dundas St W  Unit 6AMississauga  ONL5B 3B2,
Peace Land Pharmacy,905-855-0909,,1020 Johnson's Lane  Unit A3Mississauga  ONL5J 2P7,
Pharma Docs+ - Mississauga,905-891-2345,info@docspharm.com,348 Lakeshore Rd E  Unit 1Mississauga  ONL5G 1H5,www.tatchealth.com/
Pharma-Docs - Etobicoke,416-233-0404,pharmadocs@outlook.com,4972 Dundas St WToronto  ONM9A 1B7,
PharmaChoice - Etobicoke - Rathburn Rd (HealthPlex),416-621-6161,pch594@pharmachoice.com,452 Rathburn Rd  Unit 2Toronto  ONM9C 3S8,www.pharmachoice.com/locations/healthplex-etobicok...
PharmaChoice - Georgetown - 99 Sinclair Ave,905-873-4650,pch537@pharmachoice.com,99 Sinclair Ave  Unit 100Georgetown  ONL7G 5G1,www.pharmachoice.com/locations/professional-arts/
PharmaChoice - Mississauga -  Burnhamthorpe Rd W,905-803-0200,pch535@pharmachoice.com,790 Burnhamthorpe Rd W  Unit 2Mississauga  ONL5C 4G3,www.pharmachoice.com/locations/mavis/
PharmaChoice - Mississauga - Bristol Rd E,905-890-2233,vibrindrugmart@gmail.com,Sandalwood Shopping Centre50 Bristol Rd E  Unit 2-3Mississauga  ONL4Z 3K8,www.pharmachoice.com/locations/vibrin-drug/
PharmaChoice - Mississauga - Dundas St W,905-569-2228,,2255 Dundas St W  Unit 104Mississauga  ONL5K 1R6,www.pharmachoice.com/locations/skyward/
PharmaChoice - Mississauga - Fieldgate Dr,905-625-0077,,Forest Glen Shopping Plaza3427 Fieldgate DrMississauga  ONL4X 2J4,www.pharmachoice.com/locations/fieldgate/
PharmaChoice - Mississauga - Hurontario St,905-270-4448,,2100 Hurontario St  Unit 6Mississauga  ONL5B 1M8,www.pharmachoice.com/locations/hiway-10/
PharmaChoice - Mississauga - Lakeshore Rd E,905-891-1444,,515 Lakeshore Rd E  Unit 116Mississauga  ONL5G 1H9,www.pharmachoice.com/locations/lakeshore-east-phar...
PharmaChoice - Mississauga - Lakeshore Rd W,905-403-8181,pch639@pharmachoice.ca,1865 Lakeshore Rd W  Unit 12Mississauga  ONL5J 4P1,www.pharmachoice.com/on/clarkson
PharmaChoice - Mississauga - Matheson Blvd W,905-502-1616,mathesonpharmacy@yahoo.com,801 Matheson Blvd W  Unit 14Mississauga  ONL5V 2N6,www.pharmachoice.com/locations/matheson-pharmachoi...
PharmaChoice - Mississauga - Sainte Barbara Blvd,905-565-0800,,Derry Village Square7070 Sainte Barbara Blvd  Unit 2Mississauga  ONL5W 0E6,www.pharmachoice.com/locations/derry-village/
Pharmacy One,905-232-2333,,620 Bloor StMississauga  ONL5A 3V9,
PharmaEssence Drug Mart,905-873-9666,info@pharmaessence.ca,120 Guelph StGeorgetown  ONL7G 4A4,pharmaessence.ca
Pharmasave - Etobicoke - Bloor St W (Andrew's Pharmacy),416-231-0007,andrewpharmacy@hotmail.com,3832 Bloor St WToronto  ONM9B 1L1,www.pharmasave.com/store/pharmasave-andrews-pharma...
Pharmasave - Etobicoke - The Queensway,416-695-4248,,1750 The Queensway  Unit 6Toronto  ONM9C 5H5,pharmasave.com/store/pharmasave-sherway/
Pharmasave - Georgetown (MedTrust Pharmacy),905-877-8763,,Georgetown Market Place280 Guelph St  Unit 23Georgetown  ONL7G 4B1,www.pharmasave.com/store/pharmasave-medtrust-pharm...
Pharmasave - Milton (Holly Pharmacy),905-878-9001,,611 Holly Ave  Unit 104Milton  ONL9T 0K4,www.pharmasave.com/store/pharmasave-holly-pharmacy...
Pharmasave - Mississauga - 1151 Dundas St W,905-276-3223,info@pharmasavewestdale.com,Westdale Plaza1151 Dundas St WMississauga  ONL5C 1C6,www.pharmasavewestdale.com/
Pharmasave - Mississauga - 2575 Dundas St W (SureCare Pharmacy),905-607-0786,info@surecarepharmacy.com,2575 Dundas St W  Unit 15Mississauga  ONL5K 2M6,www.surecarepharmacy.com
Pharmasave - Mississauga - Bristol Rd W,905-819-1999,,1525 Bristol Rd W  Unit 14-15Mississauga  ONL5M 4Z1,pharmasave.com/store/pharmasave-river-run/
Pharmasave - Mississauga - Central Parkway W (Grand Park Pharmacy),905-270-8500,,719 Central Pkwy W  Unit 207Mississauga  ONL5B 4L1,pharmasave.com/store/pharmasave-grand-park-pharmac...
Pharmasave - Mississauga - City Centre Dr (Square One Pharmacy),905-277-0888,,33 City Centre Dr  Unit 110Mississauga  ONL5B 2N5,pharmasave.com/store/pharmasave-square-one/
Pharmasave - Mississauga - Doug Leavens Blvd,905-824-4449,lisgarpharmacy@bellnet.ca,3945 Doug Leavens Blvd  Unit JMississauga  ONL5N 0A5,pharmasave.com/store/pharmasave-lisgar-pharmacy/
Pharmasave - Mississauga - Lakeshore Rd W,905-823-9178,,Inverhouse Plaza1900 Lakeshore Rd W  Unit 7Mississauga  ONL5J 1J7,pharmasave.com/store/pharmasave-inverhouse-pharmac...
Pharmasave - Mississauga - Lorne Park Rd,905-274-3689,,1150 Lorne Park DrMississauga  ONL5H 3A5,pharmasave.com/store/pharmasave-arrow/
Pharmasave - Mississauga - Main St,905-567-1500,,10 Main StMississauga  ONL5M 1X3,pharmasave.com/mississauga-streetsville/location/
Pharmasave - Mississauga - Millcreek Dr,905-858-6844,info@erincreekpharmasave.com,6400 Millcreek Dr  Unit 10Mississauga  ONL5N 3E7,pharmasaveerincreek.com/
Pharmasave - Oakville - Dundas St W,905-257-5779,ziadrx@gmail.com,Dundas Market Square479 Dundas St WOakville  ONL6M 1L9,pharmasave.com/store/pharmasave-dundas-neyagawa-ph...
Pharmasave - Oakville - Upper Middle Rd W (Fairways Pharmasave),905-847-3130,,1500 Upper Middle Rd W  Unit 16Oakville  ONL6M 3G3,www.fairwayspharmasave.com
PharmaSense - Oakville - Westoak Trails Blvd,905-901-1216,info@pharmasense.ca,2983 Westoak Trails Blvd  Unit 8Oakville  ONL6M 5E4,www.healthsensemedical.ca/pharmasense/
Pharmex Direct,905-847-8224,pharmacist@pharmexdirect.com,2333 Wyecroft Rd  Unit 8Oakville  ONL6L 6L4,www.pharmexdirect.com/
Prince Theodore Group of Pharmacies - Mississauga - Britannia Rd W (St Mary's Pharmacy),905-821-4550,stmarys@ptgpharmacy.com,1201 Britannia Rd WMississauga  ONL5V 1N2,www.ptgpharmacy.com
Prince Theodore Group of Pharmacies - Mississauga - Dunwin Dr (Glen Erin Pharmacy),905-828-1980,glenerin@ptgpharmacy.com,2318 Dunwin Dr  Units 1-2Mississauga  ONL5L 1C7,www.glenerinpharmacy.com
Prince Theodore Group of Pharmacies - Mississauga - Eglinton Ave W,905-608-1100,eglinton@ptgpharmacy.com,2901 Eglinton Ave W  Units C3-C4Mississauga  ONL5M 6J3,www.ptgpharmacy.com/Mississauga_Pharmacy_Ontario.h...
Prince Theodore Group of Pharmacies - Mississauga - Living Arts Dr,905-279-0002,livingarts@ptgpharmacy.com,4100 Living Arts Dr  Unit 1Mississauga  ONL5B 0C3,www.ptgpharmacy.com
Prince Theodore Group of Pharmacies - Oakville - Kerr St (Leon Pharmacy),905-845-2811,info@leonpharmacy.ca,340 Kerr StOakville  ONL6K 3B8,leonpharmacy.ca
Prince Theodore Group of Pharmacies - Oakville - Kingsridge Dr,905-465-3739,kingsridge@ptgpharmacy.com,2015 Kingsridge Dr  Unit 6Oakville  ONL6M 4Y7,www.ptgpharmacy.com/Oakville_Pharmacy_Ontario.html
Professional Medical Pharmacy,905-625-6878,drugmasters@icloud.com,Burnhamthorpe Professional Centre1420 Burnhamthorpe Rd E  Unit 101Mississauga  ONL4X 2Z9,
Quality Care Pharmacy Shepard,905-566-0800,qcpshepard@hotmail.com,Newin Centre2580 Shepard Ave  Unit 33Mississauga  ONL5A 4K3,
Queen Pharmacy (The),905-826-5555,,5025 Creditview RdMississauga  ONL5V 3E5,www.thequeenclinic.ca
Queen's Drug Mart,905-844-8811,,1289 Marlborough Court  Unit 5AOakville  ONL6H 2R9,
Queensmed Pharmacy,416-622-8482,,220 Sherway DrEtobicoke  ONM9C 0A7,
Queensway Pharmacy,905-281-1400,101queenswayph@gmail.com,101 Queensway W  Suite 100 and 150Mississauga  ONL5B 2P7,
Queentario Pharmacy,905-281-1383,,2325 Hurontario St  Unit 4AMississauga  ONL5A 4C7,
Rathburn Pharmacy,905-897-2228,rathburn.pharmacy@gmail.com,Rathburn Plaza592 Rathburn Rd WMississauga  ONL5B 3A4,
Ray Pharmacy,905-845-5595,,635 Fourth Line  Unit 6Oakville  ONL6L 5W4,
Real Canadian Superstore DRUGStore Pharmacy - Georgetown,905-877-7005,phr02811@loblaw.ca,171 Guelph StGeorgetown  ONL7G 4A1,www.realcanadiansuperstore.ca/pharmacy?storeId=281...
Real Canadian Superstore DRUGStore Pharmacy - Milton,905-875-3600,phr02810@loblaw.ca,820 Main St EMilton  ONL9T 0J4,www.realcanadiansuperstore.ca/store-locator/Milton...
Real Canadian Superstore DRUGStore Pharmacy - Mississauga - Argentia Rd,905-785-0955,phr01080@loblaw.ca,3050 Argentia RdMississauga  ONL5N 8E1,www.realcanadiansuperstore.ca/pharmacy?storeId=108...
Real Canadian Superstore DRUGStore Pharmacy - Mississauga - Mavis Rd,905-275-1879,phr02841@loblaw.ca,3045 Mavis RdMississauga  ONL5C 1T7,www.realcanadiansuperstore.ca/pharmacy?storeId=284...
Real Canadian Superstore DRUGStore Pharmacy - Oakville,905-257-9330,phr01024@loblaw.ca,201 Oak Park DrOakville  ONL6H 6M3,www.realcanadiansuperstore.ca/pharmacy?storeId=102...
Remedy'sRx Pharmacy - Etobicoke (Solara Pharmacy),416-259-2000,,3857 Lakeshore Blvd WToronto  ONM8W 0A2,www.remedys.ca/en/ontario/toronto/solara-pharmacy-...
Remedy'sRx Pharmacy - Etobicoke - Dundas St W,416-239-8127,,4922 Dundas St WToronto  ONM9A 1B7,www.remedys.ca/en/ontario/etobicoke/al-shafa-pharm...
Remedy'sRx Pharmacy - Mississauga - Confederation Pkwy (City Centre),905-232-3320,citycentre@remedysrx.ca,4175 Confederation Pkwy  Unit 1-2Mississauga  ONL5B 0H1,www.remedys.ca/en/ontario/mississauga/city-centre-...
Remedy'sRx Pharmacy - Mississauga - Dundas St W,905-848-8444,citycarepharmacy@remedysrx.ca,134 Dundas St W  Unit 2Mississauga  ONL5B 1H9,www.remedys.ca/en/ontario/mississauga/city-care-ph...
Remedy'sRx Pharmacy - Mississauga - Laird Rd,905-820-7207,pharmacy@reflexmedical.ca,3470 Laird Rd  Unit 3Mississauga  ONL5L 5Y4,www.remedys.ca/en/ontario/mississauga/reflex-pharm...
Remedy'sRx Pharmacy - Mississauga - Lakeshore Rd W,905-274-5244,,150 Lakeshore Rd W  Unit 101Mississauga  ONL5H 3R2,www.remedys.ca/en/ontario/mississauga/rite-care-ph...
Remedy'sRx Pharmacy - Mississauga - Matheson Blvd W,905-712-0003,,550 Matheson Blvd W  Unit 106Mississauga  ONL5R 4B8,
Remedy'sRx Pharmacy - Mississauga - Winston Churchill Blvd (Green Bay Pharmacy),905-997-8677,,3015 Winston Churchill Blvd  Unit 101AMississauga  ONL5L 2V8,www.remedys.ca/en/ontario/mississauga/green-bay-ph...
Remedy'sRx Pharmacy - Oakville - Lakeshore Rd E (Madill Health Aid Pharmacy),905-339-1066,madillhealthaid@gmail.com,290 Lakeshore Rd EOakville  ONL6J 1J2,www.remedys.ca/en/ontario/oakville/madill-health-a...
Renew Medical Pharmacy - Misssissauga (Head Office),905-271-1134,,1015 Cawthra RdMississauga  ONL5G 4K3,renewmedicalclinics.com/location.php#Mississauga-L...
Rexall Pharmacy - Acton - Queen St E,519-853-2220,1842rx@rexall.ca,372 Queen St EActon  ONL7J 2Y5,www.rexall.ca/storelocator/store/1842
Rexall Pharmacy - Etobicoke - Brown's Line,416-251-2289,6941rx@rexall.ca,440 Brown's LineToronto  ONM8W 3T9,www.rexall.ca/storelocator/store/6941
Rexall Pharmacy - Etobicoke - Dundas St W,416-239-8360,2063rx@rexall.ca,Islington Village Toronto4890 Dundas St WToronto  ONM9A 1B5,www.rexall.ca/storelocator/store/2063
Rexall Pharmacy - Etobicoke - Lakeshore Blvd W,416-259-3777,6916rx@rexall.ca,3701 Lakeshore Blvd WToronto  ONM8W 1P8,www.rexall.ca/storelocator/store/6916
Rexall Pharmacy - Etobicoke - Sherway Dr,416-620-7677,8195rx@rexall.ca,Queensway Professional Centre190 Sherway Dr  Unit 107Toronto  ONM9C 5N2,www.rexall.ca/storelocator/store/8195
Rexall Pharmacy - Etobicoke - The East Mall,416-239-3511,0158rx@rexall.ca,Cloverdale Mall250 The East MallToronto  ONM9B 3Y8,www.rexall.ca/storelocator/store/158
Rexall Pharmacy - Milton - Derry Rd W,905-876-8965,6964rx@rexall.ca,6541 Derry Rd WMilton  ONL9T 7W1,www.rexall.ca/storelocator/store/6964
Rexall Pharmacy - Mississauga - Burnhamthorpe Rd E,905-277-0379,2071rx@rexall.ca,Central Parkway Mall377 Burnhamthorpe Rd EMississauga  ONL5A 3Y1,www.rexall.ca/storelocator/store/2071
Rexall Pharmacy - Mississauga - Creditview Rd,905-826-0583,1347rx@rexall.ca,6045 Creditview Rd  Unit F001Mississauga  ONL5V 2A8,www.rexall.ca/storelocator/store/1347
Rexall Pharmacy - Mississauga - Derry Rd W,905-785-0899,2100rx@rexall.ca,3221 Derry Rd W  Unit 16Mississauga  ONL5N 7L7,www.rexall.ca/storelocator/store/2100
Rexall Pharmacy - Mississauga - Dixie Rd,905-279-6690,2378rx@rexall.ca,3100 Dixie RdMississauga  ONL4Y 2A6,www.rexall.ca/storelocator/store/2378
Rexall Pharmacy - Mississauga - Eglinton Ave W,905-858-7903,1321rx@rexall.ca,1240 Eglinton Ave W  Unit B7Mississauga  ONL5V 1N3,www.rexall.ca/storelocator/store/1321
Rexall Pharmacy - Mississauga - Southdown Rd,905-822-1631,0083rx@rexall.ca,Southdown Shopping Centre1375 Southdown Rd  Unit 1Mississauga  ONL5J 2Z1,www.rexall.ca/storelocator/store/83
Rexall Pharmacy - Mississauga - Thomas St,905-813-9998905-813-9500,2080rx@rexall.ca,3010 Thomas StMississauga  ONL5M 0R4,www.rexall.ca/storelocator/store/2080
Rexall Pharmacy - Oakville - Lakeshore Rd W,905-825-0677,2444rx@rexall.ca,Bronte Village Mall2441 Lakeshore Rd WOakville  ONL6L 1H6,www.rexall.ca/storelocator/store/2444
Rexall Pharmacy - Oakville - Maple Grove Rd,905-849-1660,2428rx@rexall.ca,523 Maple Grove RdOakville  ONL6J 4W3,www.rexall.ca/storelocator/store/2428
River Glen Pharmacy,289-837-4455,,River Glen Plaza575 River Glen Blvd  Unit 8Oakville  ONL6H 6X6,www.rgmed.ca
River Oaks Medical Pharmacy,905-842-1113,,2163 Sixth Line  Unit A3Oakville  ONL6H 3N7,
Rx Connect Specialty Pharmacy,1-855-692-2738 (1-855-MYCARE8),pharmacy@rxconnect.ca,6990 Creditview Rd  Unit 4Mississauga  ONL5N 8R9,www.rxconnect.ca/pharmacy-information/
RXI Specialty Pharmacy,,info@rxinfinity.ca,5155 Spectrum Way  Unit 29Mississauga  ONL4W 5A1,www.rxinfinity.ca
Sadia's Pharmacy,905-896-4642,sadiapharm@outlook.com,3038 Hurontario St  Unit 2Mississauga  ONL5B 3B9,
Sandalwood Drugs Pharmacy,905-568-2628,sandalwooddrugs@yahoo.ca,Eglinton Commercial Centre30 Eglinton Ave W  Unit 10BMississauga  ONL5R 3E7,www.sandalwooddrugs.ca
Santa Maria Pharmacy,905-878-8222,info@santamariamedical.ca,604 Santa Maria Blvd  Unit 1Milton  ONL9T 7P1,santamariamedical.ca
Sav-On Drug Mart,416-259-1175,,880 Brown's LineToronto  ONM8W 3W2,
Shepherd Drug Mart,905-812-5111,,1474 Pickwick Dr  Unit 5AMississauga  ONL5V 2G2,
Shepherd Pharmacy,905-845-8777,refills@myshepherdpharmacy.com,579 Kerr St  Unit 7Oakville  ONL6K 3E1,www.myshepherdpharmacy.com
Sheridan Pharmacy,905-822-7500,,1960 Dundas St WMississauga  ONL5K 2R9,
Shoppers Drug Mart - Acton,519-853-3346,asdm1168@shoppersdrugmart.ca,252 Queen St EActon  ONL7J 1P6,www1.shoppersdrugmart.ca/en/store-locator/store/11...
Shoppers Drug Mart - Georgetown - Guelph St,905-877-2291,asdm707@shoppersdrugmart.ca,Georgetown Market Place265 Guelph St  Unit AGeorgetown  ONL7G 4B1,www1.shoppersdrugmart.ca/en/store-locator/store/70...
Shoppers Drug Mart - Georgetown - Mountainview Rd S,905-877-2299,asdm802@shoppersdrugmart.ca,333 Mountainview Rd S  Unit 1Georgetown  ONL7G 6E8,www1.shoppersdrugmart.ca/en/Store-Locator/store/80...
Shoppers Drug Mart - Milton - Derry Rd W,905-636-9064,asdm1201@shoppersdrugmart.ca,Building B6951 Derry Rd WMilton  ONL9T 7H5,www1.shoppersdrugmart.ca/en/Store-Locator/store/12...
Shoppers Drug Mart - Milton - Kennedy Circle,905-878-6828,asdm1344@shoppersdrugmart.ca,Milton East Centre1020 Kennedy CircleMilton  ONL9T 5S4,www1.shoppersdrugmart.ca/en/Store-Locator/store/13...
Shoppers Drug Mart - Milton - Main St E,905-878-4492,asdm708@shoppersdrugmart.ca,Carriage Square265 Main St E  Unit 104Milton  ONL9T 1P1,www1.shoppersdrugmart.ca/en/Store-Locator/store/70...
Shoppers Drug Mart - Milton - Nipissing Rd,905-878-4521,asdm710@shoppersdrugmart.ca,Milton Mall75 Nipissing RdMilton  ONL9T 1R3,www1.shoppersdrugmart.ca/en/Store-Locator/store/71...
Shoppers Drug Mart - Mississauga - 2225 Erin Mills Pkwy,905-822-6621,asdm775@shoppersdrugmart.ca,Sheridan Centre2225 Erin Mills PkwyMississauga  ONL5K 1T9,www1.shoppersdrugmart.ca/en/store-locator/store/77...
Shoppers Drug Mart - Mississauga - 2470 Hurontario St,905-896-2500,asdm776@shoppersdrugmart.ca,Huron Square2470 Hurontario StMississauga  ONL5B 0H2,www1.shoppersdrugmart.ca/en/store-locator/store/77...
Shoppers Drug Mart - Mississauga - 3476 Glen Erin Dr,905-820-3770,asdm1057@shoppersdrugmart.ca,3476 Glen Erin DrMississauga  ONL5L 3R4,www1.shoppersdrugmart.ca/en/store-locator/store/10...
Shoppers Drug Mart - Mississauga - 5033 Hurontario St,905-890-1313,asdm1100@shoppersdrugmart.ca,5033 Hurontario StMississauga  ONL4Z 3X7,www1.shoppersdrugmart.ca/en/store-locator/store/11...
Shoppers Drug Mart - Mississauga - 5100 Erin Mills Pkwy,905-569-3939,asdm904@shoppersdrugmart.ca,Erin Mills Town Centre5100 Erin Mills PkwyMississauga  ONL5M 4Z5,www1.shoppersdrugmart.ca/en/store-locator/store/90...
Shoppers Drug Mart - Mississauga - 6040 Glen Erin Dr,905-821-8020,asdm907@shoppersdrugmart.ca,Glen Erin Plaza6040 Glen Erin DrMississauga  ONL5N 3M4,www1.shoppersdrugmart.ca/en/store-locator/store/90...
Shoppers Drug Mart - Mississauga - Bellshire Gate,905-670-3327,asdm901@shoppersdrugmart.ca,7235 Bellshire GateMississauga  ONL5N 8A2,www1.shoppersdrugmart.ca/en/store-locator/store/90...
Shoppers Drug Mart - Mississauga - Bloor St E,905-279-3300,asdm976@shoppersdrugmart.ca,Applewood Hills Shopping Centre1125 Bloor St EMississauga  ONL4Y 2N6,www1.shoppersdrugmart.ca/en/store-locator/store/97...
Shoppers Drug Mart - Mississauga - Bristol Rd W,905-755-9696,asdm711@shoppersdrugmart.ca,720 Bristol Rd WMississauga  ONL5R 4A3,www1.shoppersdrugmart.ca/en/store-locator/store/71...
Shoppers Drug Mart - Mississauga - Burnhamthorpe Rd E,905-279-1812,asdm774@shoppersdrugmart.ca,700 Burnhamthorpe Rd EMississauga  ONL4Y 2X3,www1.shoppersdrugmart.ca/en/store-locator/store/77...
Shoppers Drug Mart - Mississauga - Burnhamthorpe Rd W,905-820-7660,asdm771@shoppersdrugmart.ca,South Common Mall2126 Burnhamthorpe Rd WMississauga  ONL5L 3A2,www1.shoppersdrugmart.ca/en/store-locator/store/77...
Shoppers Drug Mart - Mississauga - City Centre Dr,905-566-7003,asdm1499@shoppersdrugmart.ca,Square One Shopping Centre100 City Centre Dr  Unit 1-745Mississauga  ONL5B 2C9,www1.shoppersdrugmart.ca/en/store-locator/store/14...
Shoppers Drug Mart - Mississauga - Clayhill Rd,905-615-8887,asdm735@shoppersdrugmart.ca,3029 Clayhill RdMississauga  ONL5B 4L2,www1.shoppersdrugmart.ca/en/store-locator/store/73...
Shoppers Drug Mart - Mississauga - Credit Valley Rd,905-820-3408,asdm1555@shoppersdrugmart.ca,Credit Valley Medical Arts Building2000 Credit Valley RdMississauga  ONL5M 4N4,www1.shoppersdrugmart.ca/en/store-locator/store/15...
Shoppers Drug Mart - Mississauga - Creditview Rd,905-858-8711,asdm791@shoppersdrugmart.ca,5425 Creditview Rd  Unit 1Mississauga  ONL5V 2P3,www1.shoppersdrugmart.ca/en/store-locator/store/79...
Shoppers Drug Mart - Mississauga - Dixie Rd,905-625-4130,asdm777@shoppersdrugmart.ca,Rockwood Mall4141 Dixie Rd  Unit 22FMississauga  ONL4W 1V5,www1.shoppersdrugmart.ca/en/store-locator/store/77...
Shoppers Drug Mart - Mississauga - Grand Park Dr,905-566-9600,asdm908@shoppersdrugmart.ca,3980 Grand Park DrMississauga  ONL5B 4M6,www1.shoppersdrugmart.ca/en/store-locator/store/90...
Shoppers Drug Mart - Mississauga - Lakeshore Rd E,905-278-5506,asdm1275@shoppersdrugmart.ca,579 Lakeshore Rd E  Unit AMississauga  ONL5G 1H9,www1.shoppersdrugmart.ca/en/store-locator/store/12...
Shoppers Drug Mart - Mississauga - Lakeshore Rd W,905-271-4581,asdm815@shoppersdrugmart.ca,321 Lakeshore Rd WMississauga  ONL5H 1G9,www1.shoppersdrugmart.ca/en/store-locator/store/81...
Shoppers Drug Mart - Mississauga - McLaughlin Rd,905-696-9791,asdm902@shoppersdrugmart.ca,7070 McLaughlin RdMississauga  ONL5W 1W7,www1.shoppersdrugmart.ca/en/store-locator/store/90...
