Store,phone,email,address,website
Rexall - Hanover,519-364-2300,,342 10th StHanover  ONN4N 1P4,www.rexall.ca/storelocator/store/1669
Rexall Pharma Plus - Goderich,519-524-2195,,67 Kingston StGoderich  ONN7A 3K3,www.rexall.ca/storelocator/store/1594/
Rexall Pharma Plus - Kincardine,519-396-3353,1719rx@rexall.ca,1116 Sutton StKincardine  ONN2Z 2C6,www.rexall.ca/storelocator/store/1719/
Rexall Pharma Plus - London - Adelaide St N (Stoneybrook),519-645-6206,1859rx@rexall.ca,1593 Adelaide St NLondon  ONN5X 4E8,www.rexall.ca/storelocator/store/1859/
Rexall Pharma Plus - London - Beaverbrook Ave,519-657-1900,1790general@rexall.ca,1375 Beaverbrook AveLondon  ONN6H 0J1,www.rexall.ca/storelocator/store/1790/
Rexall Pharma Plus - London - Commissioners Rd W (Byron),519-474-7425,1073rx@rexall.ca,1240 Commissioners Rd WLondon  ONN6K 1C7,www.rexall.ca/storelocator/store/1073/
Rexall Pharma Plus - London - Dundas St E,519-451-0510,6977rx@rexall.ca,1551 Dundas St ELondon  ONN5W 3B8,www.rexall.ca/storelocator/store/6977/
Rexall Pharma Plus - London - Ernest Ave (White Oaks),519-681-5490,1768rx@rexall.ca,1795 Ernest AveLondon  ONN6E 2V5,www.rexall.ca/storelocator/store/1768/
Rexall Pharma Plus - London - Highbury Ave N,519-457-3387,1795rx@rexall.ca,1505 Highbury Ave NLondon  ONN5Y 0A9,www.rexall.ca/storelocator/store/1795/
Rexall Pharma Plus - London - Hyde Park Rd,519-471-1780,1875rx@rexall.ca,740 Hyde Park RdLondon  ONN6H 3W9,www.rexall.ca/storelocator/store/1875/
Rexall Pharma Plus - London - Oxford St E,519-432-7165,1727rx@rexall.ca,350 Oxford St ELondon  ONN6Z 1V7,www.rexall.ca/storelocator/store/1727/
Rexall Pharma Plus - Owen Sound - 2nd Ave E,519-371-0751,2311rx@rexall.ca,963 2nd Ave EOwen Sound  ONN4K 2H5,www.rexall.ca/storelocator/store/2311
Rexall Pharma Plus - Owen Sound - 9th Ave E,519-376-6406,2312rx@rexall.ca,1507 9th Ave EOwen Sound  ONN4K 3E9,www.rexall.ca/storelocator/store/2312/
Rexall Pharma Plus - Port Elgin,519-832-6991,1685rx@rexall.ca,466 Goderich StPort Elgin  ONN0H 2C4,www.rexall.ca/storelocator/store/1685/
Rexall Pharma Plus - Southampton (DeLong's),519-797-2113,1644rx@rexall.ca,174 Albert St SSouthampton  ONN0H 2L0,www.rexall.ca/storelocator/store/1644/
Rexall Pharmacy - Chesley,519-363-3304,6919rx@rexall.ca,55 1st Ave SChesley  ONN0G 1L0,www.rexall.ca/storelocator/store/6919
Rexall Pharmacy - Meaford (Muxlow Pharmacy),519-538-1960,8196rx@rexall.ca,54 Sykes St NMeaford  ONN4L 1R2,www.rexall.ca/storelocator/store/8196
Rexall Pharmacy - Owen Sound - 1st Ave W,519-376-4751,8187rx@rexall.ca,Owen Sound Medical Building1415 1st Ave WOwen Sound  ONN4K 4K8,www.rexall.ca/storelocator/store/8187
Rexall Pharmacy - Woodstock - Dundas St,519-421-3784,6912rx@rexall.ca,706 Dundas StWoodstock  ONN4S 1E7,www.rexall.ca/storelocator/store/6912/
Rexall Pharmacy - Woodstock - Springbank Ave N,519-421-2118,6901rx@rexall.ca,379 Springbank Ave NWoodstock  ONN4T 1H3,www.rexall.ca/storelocator/store/6901
Rexall Specialty Pharmacy - London,519-685-0473,8101rx@rexall.ca,845 Consortium Court  Unit 841London  ONN6E 2S8,www.rexall.ca/storelocator/store/8101/
Riverbend Pharmacy,519-472-3888,riverbendpharm@gmail.com,1866 Oxford St W  Unit 2London  ONN6K 0J8,www.riverbendpharm.com
Shoppers Drug Mart - Dorchester,519-268-7341,asdm1069@shoppersdrugmart.ca,2300 Dorchester RdDorchester  ONN0L 1G5,www1.shoppersdrugmart.ca/en/store-locator/store/10...
Shoppers Drug Mart - Hanover,519-364-3141,asdm1418@shoppersdrugmart.ca,895 10th StHanover  ONN4N 1S4,www1.shoppersdrugmart.ca/en/store-locator/store/14...
Shoppers Drug Mart - Ingersoll,519-485-2230,,120 Thames St NIngersoll  ONN5C 4B1,www1.shoppersdrugmart.ca/en/store-locator/store/11...
Shoppers Drug Mart - Kincardine,519-396-6220,asdm1420@shoppersdrugmart.ca,Kincardine Mall781 Broadway StKincardine  ONN2Z 2G1,www1.shoppersdrugmart.ca/en/store-locator/store/14...
Shoppers Drug Mart - Listowel,519-291-1930,,210 Wallace Ave NListowel  ONN4W 1K9,www1.shoppersdrugmart.ca/en/store-locator/store/10...
Shoppers Drug Mart - London - 1118 Adelaide St N,519-432-1809,asdm1080@shoppersdrugmart.ca,1118 Adelaide St NLondon  ONN5Y 2N5,www1.shoppersdrugmart.ca/en/store-locator/store/10...
Shoppers Drug Mart - London - 1155 Commissioners Rd E (Pond Mills),519-649-0833,asdm1077@shoppersdrugmart.ca,1155 Commissioners Rd ELondon  ONN5Z 4L9,www1.shoppersdrugmart.ca/en/store-locator/store/10...
Shoppers Drug Mart - London - 1186 Oxford St W,519-471-7151,asdm1278@shoppersdrugmart.ca,1186 Oxford St WLondon  ONN6H 4N2,www1.shoppersdrugmart.ca/en/store-locator/store/12...
Shoppers Drug Mart - London - 1224 Commissioners Rd W (Byron),519-473-1440,asdm1065@shoppersdrugmart.ca,1224 Commissioners Rd WLondon  ONN6K 1C7,www1.shoppersdrugmart.ca/en/store-locator/store/10...
Shoppers Drug Mart - London - 301 Oxford St W (Cherryhill Village Mall),519-433-4071,asdm968@shoppersdrugmart.ca,Cherryhill Village Mall301 Oxford St WLondon  ONN6H 1S6,www1.shoppersdrugmart.ca/en/store-locator/store/96...
Shoppers Drug Mart - London - 431 Richmond St,519-672-7965,asdm736@shoppersdrugmart.ca,431 Richmond St  Unit 100London  ONN6A 6E2,www1.shoppersdrugmart.ca/en/store-locator/store/73...
Shoppers Drug Mart - London - 530 Commissioners Rd W,519-471-5330,asdm1062@shoppersdrugmart.ca,530 Commissioners Rd WLondon  ONN6J 1Y6,www1.shoppersdrugmart.ca/en/store-locator/store/10...
Shoppers Drug Mart - London - 645 Commissioners Rd E,519-649-0844,asdm1146@shoppersdrugmart.ca,645 Commissioners Rd E  Suite 106London  ONN6C 2T9,www1.shoppersdrugmart.ca/en/store-locator/store/11...
Shoppers Drug Mart - London - 759 Adelaide St N,519-679-4567,asdm1060@shoppersdrugmart.ca,759 Adelaide St NLondon  ONN5Y 2L7,www1.shoppersdrugmart.ca/en/store-locator/store/10...
Shoppers Drug Mart - London - 900 Adelaide St S,519-681-2331,asdm733@shoppersdrugmart.ca,900 Adelaide St SLondon  ONN6E 4A4,www1.shoppersdrugmart.ca/en/store-locator/store/73...
Shoppers Drug Mart - London - Clarke Rd,519-453-2790,asdm765@shoppersdrugmart.ca,142 Clarke RdLondon  ONN5W 5E1,www1.shoppersdrugmart.ca/en/store-locator/store/76...
Shoppers Drug Mart - London - Colonel Talbot Rd,519-652-9083,asdm1401@shoppersdrugmart.ca,3090 Colonel Talbot RdLondon  ONN6P 0B3,www1.shoppersdrugmart.ca/en/store-locator/store/14...
Shoppers Drug Mart - London - Dundas St E (Eastown),519-453-1555,asdm737@shoppersdrugmart.ca,1657 Dundas St ELondon  ONN5W 3C6,www1.shoppersdrugmart.ca/en/store-locator/store/73...
Shoppers Drug Mart - London - Fanshawe Park Rd W,519-657-9973,asdm1328@shoppersdrugmart.ca,603 Fanshawe Park Rd WLondon  ONN6G 5B3,www1.shoppersdrugmart.ca/en/store-locator/store/13...
Shoppers Drug Mart - London - Hamilton Rd,519-432-2673,asdm1066@shoppersdrugmart.ca,510 Hamilton RdLondon  ONN5Z 1S4,www1.shoppersdrugmart.ca/en/store-locator/store/10...
Shoppers Drug Mart - London - Huron St (Huron Heights),519-451-7992,asdm766@shoppersdrugmart.ca,1365 Huron StLondon  ONN5V 2E3,www1.shoppersdrugmart.ca/en/store-locator/store/76...
Shoppers Drug Mart - London - Southdale Rd E,519-685-1160,asdm1072@shoppersdrugmart.ca,395 Southdale Rd E  Unit ALondon  ONN6E 1A2,www1.shoppersdrugmart.ca/en/store-locator/store/10...
Shoppers Drug Mart - London - Wharncliffe Rd S (Wharncliffe Plaza),519-672-4970,asdm732@shoppersdrugmart.ca,Wharncliffe Plaza467 Wharncliffe Rd SLondon  ONN6J 2M8,www1.shoppersdrugmart.ca/en/store-locator/store/73...
Shoppers Drug Mart - London - Wonderland Rd N (Sherwood Forest Mall),519-472-0020,asdm768@shoppersdrugmart.ca,Sherwood Forest Mall1225 Wonderland Rd NLondon  ONN6G 2V9,www1.shoppersdrugmart.ca/en/store-locator/store/76...
Shoppers Drug Mart - London - Wonderland Rd S,519-472-2222,asdm767@shoppersdrugmart.ca,1051 Wonderland Rd SLondon  ONN6K 3X4,www1.shoppersdrugmart.ca/en/store-locator/store/76...
Shoppers Drug Mart - Norwich,519-863-2401,,19 Stover St NNorwich  ONN0J 1P0,www1.shoppersdrugmart.ca/en/store-locator/store/11...
Shoppers Drug Mart - Owen Sound - 10th St W,519-376-2876,asdm1002@shoppersdrugmart.ca,100 10th St WOwen Sound  ONN4K 3P9,www1.shoppersdrugmart.ca/en/store-locator/store/10...
Shoppers Drug Mart - Owen Sound - 16th St E,519-371-5230,asdm654@shoppersdrugmart.ca,1183 16th St EOwen Sound  ONN4K 1Z4,www1.shoppersdrugmart.ca/en/store-locator/store/65...
Shoppers Drug Mart - Port Elgin,519-832-3196,asdm1370@shoppersdrugmart.ca,1199 Goderich St (Hwy 21)  Unit APort Elgin  ONN0H 2C3,www1.shoppersdrugmart.ca/en/store-locator/store/13...
Shoppers Drug Mart - St Thomas - Edward St,519-633-4402,asdm738@shoppersdrugmart.ca,107 Edward St  Unit 101St Thomas  ONN5P 1Y8,www1.shoppersdrugmart.ca/en/store-locator/store/73...
Shoppers Drug Mart - St Thomas - First Ave (Elmwood Square),519-633-3070,asdm969@shoppersdrugmart.ca,Elmwood Square204 1st AveSt Thomas  ONN5R 4P5,www1.shoppersdrugmart.ca/en/store-locator/store/96...
Shoppers Drug Mart - St Thomas - Talbot St W,519-631-2300,asdm1067@shoppersdrugmart.ca,410 Talbot St WSt Thomas  ONN5P 1B9,www1.shoppersdrugmart.ca/en/store-locator/store/10...
Shoppers Drug Mart - Stratford - Huron St,519-271-9195,,511 Huron StStratford  ONN5A 5T8,www1.shoppersdrugmart.ca/en/store-locator/store/14...
Shoppers Drug Mart - Stratford - Ontario St,519-271-8600,,211 Ontario St  Unit 1Stratford  ONN5A 3H3,www1.shoppersdrugmart.ca/en/store-locator/store/10...
Shoppers Drug Mart - Strathroy,519-245-2980,asdm1071@shoppersdrugmart.ca,78 Front St EStrathroy  ONN7G 1Y7,www1.shoppersdrugmart.ca/en/store-locator/store/10...
Shoppers Drug Mart - Tillsonburg,519-842-3521,,200 Broadway  Unit A1Tillsonburg  ONN4G 5A7,www1.shoppersdrugmart.ca/en/store-locator/store/11...
Shoppers Drug Mart - Woodstock - 333 Dundas St,519-537-3491,,333 Dundas StWoodstock  ONN4S 1B5,www1.shoppersdrugmart.ca/en/store-locator/store/11...
Shoppers Drug Mart - Woodstock - 959 Dundas St,519-537-2042,,959 Dundas St EWoodstock  ONN4S 1H2,www1.shoppersdrugmart.ca/en/store-locator/store/11...
Shoppers Simply Pharmacy - London,519-471-9702,asdm3051@shoppersdrugmart.ca,460 Springbank Dr  Unit 109London  ONN6J 1G8,www1.shoppersdrugmart.ca/en/store-locator/store/30...
Sobeys Pharmacy - Stratford,519-271-7063,,581 Huron St  Unit 1Stratford  ONN5A 5T8,www.sobeyspharmacy.com
Specialty Rx,519-204-1177,srxlondon@gmail.com,590 Oxford St E  Unit DLondon  ONN5Y 3J1,www.specialtyrx.ca
Springbank Pharmacy,519-473-9040,,390 Springbank DrLondon  ONN6J 1G9,
Prescription Shop 1,519-646-6100 ext 66194,,PO Box 5777  Stn BLondon  ONN6A 4V2,www.sjhc.london.on.ca/your-visit/parkwood-institut...
Prescription Shop,519-646-6100 ext 66194,comdept@sjhc.london.on.ca,PO Box 5777  Stn BLondon  ONN6A 4V2,www.sjhc.london.on.ca/areas-of-care/prescription-s...
St Thomas Medical Pharmacy,519-631-3300,,475 Talbot StSt Thomas  ONN5P 1C1,
Stewart's Pharmacy,519-367-5521,stewartspharmachoice@gmail.com,1024 Hwy 9  Box 351Mildmay  ONN0G 2J0,www.pharmachoice.com
Stoney Creek Pharmacy,519-667-0220,,770 South Wenige Dr  Unit 3London  ONN5X 0H7,
Strathroy Medical Pharmacy,519-245-6870,,17 Frank StStrathroy  ONN7G 2R2,
TMC Pharmacy,519-914-1162,pharmacist@tmcpharmacy.ca,c/o Samer Serhan990 Gainsborough RdLondon  ONN6H 5L4,
Turner Drug Store,519-672-3340,turnerdrugstore52@gmail.com,52 Grand AveLondon  ONN6C 1L5,www.facebook.com/turnerdrugstore
University Pharmacy - Books Plus Pharmacy,519-661-3193,wpp@universitypharmacy.ca,1153 Western RdLondon  ONN6G 1G6,www.universitypharmacy.ca
University Pharmacy - Western On-Campus Pharmacy,519-661-4058,western@universitypharmacy.ca,University Community Centre  Lower Level1151 Richmond St  36CLondon  ONN6A 3K7,www.universitypharmacy.ca
Walmart Pharmacy - Goderich,519-524-7839,,35400 Huron Rd Hwy 8 E  RR 2Goderich  ONN7A 3X8,www.walmart.ca/en/stores-near-me/goderich-store-31...
Walmart Pharmacy - Hanover,519-364-0645,,1100 10th StHanover  ONN4N 3B8,www.walmart.ca/en/stores-near-me/hanover-supercent...
Walmart Pharmacy - Listowel,519-291-6525,,600 Mitchell Rd SListowel  ONN4W 3T1,www.walmart.ca/en/stores-near-me/listowel-store-11...
Walmart Pharmacy - London - Clarke Rd (Argyle Mall),519-451-8470,,330 Clarke RdLondon  ONN5W 6G4,www.walmart.ca/en/stores-near-me/london-argyle-sup...
Walmart Pharmacy - London - Fanshawe Park Rd W (Hyde Park),519-472-3490,,1280 Fanshawe Park Rd WLondon  ONN6G 5B1,www.walmart.ca/en/stores-near-me/london-north-supe...
Walmart Pharmacy - London - Highbury Ave N (Northland Mall),519-963-0161,,Northland Mall1275 Highbury Ave NLondon  ONN5Y 1A8,www.walmart.ca/en/stores-near-me/northland-london-...
Walmart Pharmacy - London - Wellington Rd S (White Oaks Mall),519-681-1484,,White Oaks Mall1105 Wellington Rd SLondon  ONN6E 1V4,www.walmart.ca/en/stores-near-me/whiteoaks-store-3...
Walmart Pharmacy - Owen Sound,519-371-0120,,1555 18th Ave EOwen Sound  ONN4K 6Y3,www.walmart.ca/en/stores-near-me/owen-sound-superc...
Walmart Pharmacy - Port Elgin,519-389-6160,,5122 Hwy 21Port Elgin  ONN0H 2C0,www.walmart.ca/en/stores-near-me?addr=port%20elgin
Walmart Pharmacy - St Thomas,519-637-7088,,1063 Talbot St  Unit 60St Thomas  ONN5P 1G4,www.walmart.ca/en/stores-near-me/st-thomas-superce...
Walmart Pharmacy - Stratford,519-272-1295,,920 Ontario StStratford  ONN5A 3K1,www.walmart.ca/en/stores-near-me/stratford-superce...
Walmart Pharmacy - Strathroy,519-245-1968,,150 Carroll St E  RR 1Strathroy  ONN7G 3H3,www.walmart.ca/en/stores-near-me/strathroy-store-1...
Walmart Pharmacy - Tillsonburg,519-842-7910,,170 Broadway StTillsonburg  ONN4G 5A8,www.walmart.ca/en/stores-near-me/tillsonburg-super...
Walmart Pharmacy - Woodstock,519-539-5644,,499 Norwich AveWoodstock  ONN4S 9A2,www.walmart.ca/en/stores-near-me/woodstock-superce...
Whole Health - Durham Apothecary,519-369-5330,wholehealthpharmacydurham@gmail.com,South Bruce Grey Health Centre - Durham320 College St NDurham  ONN0G 1R0,www.durhamapothecary.ca
Whole Health Pharmacies - Stratford (West End Pharmacy),519-273-7200,info@westendpharmacy.org,426 Huron StStratford  ONN5A 5T7,www.westendpharmacy.org
Yurek Pharmacy and Home Healthcare,519-963-1142,customerserviceyhh@yurekpharmacy.com,555 Wellington Rd SLondon  ONN6C 4R3,
Yurek Pharmacy and Home Healthcare - St Thomas,519-631-3330,yurek@yurekpharmacy.com,519 Talbot StSt Thomas  ONN5P 1C3,www.yurekpharmacy.com
Zehr's Pharmacy - Goderich,519-524-2227,,Zehr's Plaza35400D Huron Rd (Hwy 8)  Box 365Goderich  ONN7A 3X8,www.zehrs.ca/pharmacy?storeId=0532
Zehrs DRUGStore Pharmacy - Owen Sound,519-371-0758,phr00563@loblaw.ca,1150 16th St EOwen Sound  ONN4K 1Z3,www.zehrs.ca/store-locator/details/0563
Zehrs DRUGStore Pharmacy - Stratford,519-273-1404,,865 Ontario StStratford  ONN5A 7Y2,www.zehrs.ca/store-locator/details/0557
Zehrs DRUGStore Pharmacy - Woodstock,519-421-3363,,Zehrs Grocery Store969 Dundas StWoodstock  ONN4S 1H2,www.zehrs.ca/store-locator/details/0579
Zurich Pharmacy,519-236-7577,,11 Goshen St NZurich  ONN0M 2T0,
Pharmasave - Delhi - 105 Main St (Community Health Centre),519-582-0006,,Delhi Community Health Centre105 Main St  Main FlDelhi  ONN4B 2L8,www.pharmasave.com/store/pharmasave-delhi-health-c...
Pharmasave - Grand Bend,519-238-6506,grandbendpharmacy@gmail.com,PO Box 266Grand Bend  ONN0M 1T0,www.pharmasave.com
