Store,phone,email,address,website
Medexpress Pharmacy,905-632-0707,medexpresspharm@gmail.com,809 Brant StBurlington  ONL7R 2J5,
Medical Pharmacy - Hamilton - Barton St E,905-527-2930,,597 Barton St EHamilton  ONL8L 2Z6,
Medical Pharmacy - Hamilton - Limeridge Rd E,289-755-0722,,1221 Limeridge Rd E  Unit 7CHamilton  ONL8W 1Y1,
Medical Pharmacy - St Catharines,905-682-9343,,318 Ontario St  Unit 5BSt Catharines  ONL2R 5L8,www.medicalpharmacies.com/about/locations
Medicine Place Pharmacy,905-664-7466,,360 Hwy 8Stoney Creek  ONL8G 1E8,
Medicine Shoppe (The) - Burlington,905-681-2290,ms0223@store.medicineshoppe.ca,433 Guelph LineBurlington  ONL7R 3L7,www.medicineshoppe.ca/en/ontario/burlington/the-me...
Medicine Shoppe (The) - Caledonia - Argyle St N,905-765-3332,ms0210@store.medicineshoppe.ca,55 Argyle St NCaledonia  ONN3W 1B8,www.medicineshoppe.ca/en/ontario/caledonia/the-med...
Medicine Shoppe (The) - Grimsby,905-309-9992,ms0256@store.medicineshoppe.ca,63 Main St WGrimsby  ONL3M 4H1,www.medicineshoppe.ca/en/ontario/grimsby/the-medic...
Medicine Shoppe (The) - St George,519-448-1368,ms0214@store.medicineshoppe.ca,75 Main St S  Unit ASt George  ONN0E 1N0,www.medicineshoppe.ca/en/ontario/saint-georges/the...
Medicine Shoppe (The) - Stoney Creek,905-662-5333,ms0299@store.medicineshoppe.ca,840 Queenston Rd  Unit 825Stoney Creek  ONL8G 4A8,www.medicineshoppe.ca/en/ontario/stoney-creek/the-...
Mediserve Pharmacy,905-577-6667,info@mediservepharmacy.com,591 King St EHamilton  ONL8N 1E4,www.mediservepharmacy.ca
Merritton Community Pharmacy,905-685-4777,,491 Merritt St  Unit 3St Catharines  ONL2P 1P2,
Metro Pharmacy - Brantford,519-758-0300,,371 St Paul AveBrantford  ONN3R 4N5,www.metro.ca/en/find-a-grocery/294
Metro Pharmacy - Burlington - Appleby Line,905-331-0060,,2010 Appleby LineBurlington  ONL7L 6M6,www.metro.ca/en/find-a-grocery/223
Metro Pharmacy - Hamilton - Barton St E (Metro Centre Mall),905-545-7796,,1161 Barton St EHamilton  ONL8H 2V4,www.metro.ca/en/find-a-grocery/264
Midtown Medical Pharmacy,905-577-4000,info@midtownpharmacy.ca,130 Wilson StHamilton  ONL8R 1E2,www.midtownpharmacy.ca
MobilRx Pharmacy,,info@mobilrx.com,4206 Governors RdLynden  ONL0R 1T0,
Mohawk Drug Mart,905-388-2004,,1000 Upper Gage Ave  Unit 2Hamilton  ONL8V 4R5,
Montebello Medical Pharmacy,905-684-2662,,118 Lake St  Unit 8St Catharines  ONL2R 5Y1,montebelloclinic.com
Montgomery Pharmacy,289-389-7773,montgomerypharmacy@gmail.com,1440 Main St EHamilton  ONL8K 6M3,www.montgomerypharmacy.ca
Nash Pharmacy - Hamilton - Queenston Rd,905-578-6274,,691 Queenston Rd  Unit BHamilton  ONL8G 1A1,
Pharmacy,905-381-9801,nebomedicalcentre@gmail.com,260 Nebo RdHamilton  ONL8W 3K5,www.primaryclinic.ca
Neighbourhood Pharmacy,905-935-2273,,532 Lake StSt Catharines  ONL2N 4H4,
Niagara Falls Centre Pharmacy,905-374-2050,,6453 Morrison StNiagara Falls  ONL2E 7H1,
Niagara Health Centre Pharmacy,905-684-1181,niagarahealthcentrepharmacy@gmail.com,180 Vine St SSt Catharines  ONL2R 7P3,www.niagarahealthcentrepharmacy.com
Niagara Street Pharmacy,905-735-1400,,545 Niagara StWelland  ONL3C 1L7,niagarastreetpharmacy.ca
Nofrills DRUGStore Pharmacy - Brantford - Colborne St E,519-752-6136,,603 Colborne St EBrantford  ONN3S 7S8,www.nofrills.ca/store-locator/details/3135
Nofrills DRUGStore Pharmacy - Fort Erie,905-994-8259,,1135 Thompson RdFort Erie  ONL2A 6A8,www.nofrills.ca/store-locator/details/1326
Northville Pharmacy,519-442-4283,northvillepharm@on.aibn.com,300 Grand River St NParis  ONN3L 3R7,www.northvillepharmacy.ca
Park Pharmacy,905-662-9336,,72 King St WStoney Creek  ONL8G 1H8,
Parkdale Medical Pharmacy,905-547-2611,,132 Parkdale Ave SHamilton  ONL8K 3P3,
Pathway Pharmacy,905-682-4480,,1338 Fourth AveSt Catharines  ONL2S 0G1,
Pharma Center,905-528-3333,,581 Main St EHamilton  ONL8M 1H9,
Pharma Viva Pharmacy - Thorold,905-680-7077,info@pharmacvivapharmacy.com,6 Clairmont StThorold  ONL2V 1R1,www.pharmavivapharmacy.com
Pharma-Star Medical Pharmacy,905-984-4111,,448 Welland Ave  Units 3-4St Catharines  ONL2M 7V3,www.pharmastar.ca
PharmaChoice - Brantford (Colborne),519-753-2121,pch620@pharmachoice.com,164 Colborne St W  Unit 2Brantford  ONN3T 1L2,www.pharmachoice.com/locations/colborne
PharmaChoice - Niagara Falls - Victoria Ave (Victoria Medical),905-354-1115,pch627@pharmachoice.com,4632 Victoria Ave  Unit 1Niagara Falls  ONL2E 4B7,www.pharmachoice.com/locations/victoria-medical
PharmaChoice - Pelham (Family Health Pharmacy),905-892-1888,familyhealthpelham@gmail.com,130 Hwy 20 E  Unit A6Fonthill  ONL0S 1E6,www.pharmachoice.com/locations/family-health-pelha...
PharmaChoice - St Catharines - Lakeshore Rd (Port Dalhousie),905-935-0002,pch729@pharmachoice.com,2 Lakeshore Rd  Unit 3St Catharines  ONL2N 7E3,www.pharmachoice.com/locations/port-dalhousie
PharmaChoice Pharmacy - Ancaster - Stone Church Rd W (People's),905-648-9884,pch619@pharmachoice.com,35 Stone Church Rd W  Unit 5Ancaster  ONL9K 1S4,www.pharmachoice.com/locations/peoples-ancaster
PharmaChoice Pharmacy - Ancaster - Wilson St E (Rastin's Pharmacy),905-648-6343,pch681@pharmachoice.com,323 Wilson St EAncaster  ONL9G 4A8,www.pharmachoice.com/locations/rastins-wilson-st
PharmaChoice Pharmacy - Hamilton - 30 Rymal Rd E (People's),905-574-8195,,30 Rymal Rd E  Unit 4Hamilton  ONL9B 1T7,www.pharmachoice.com/locations/peoples-hamilton
PharmaChoice Pharmacy - Hamilton - Barton St E (MedSmart Pharmacy),905-573-3555,medsmartpharmacy@yahoo.com,2732 Barton St E  Units 1 and 2Hamilton  ONL8E 4M6,www.pharmachoice.com/locations/medsmart
PharmaChoice Pharmacy - Hamilton - James St N (Marchese Health Care),905-528-4214,,316 James St NHamilton  ONL8L 1H2,www.marchesehealthcare.ca
PharmaChoice Pharmacy - Hamilton - Main St E (NL Gibson's Drugs),905-522-3547,,377 Main St EHamilton  ONL8N 1J4,www.pharmachoice.com/locations/n-l-gibsons-drugs
PharmaChoice Pharmacy - Niagara Falls - Ferry St (Niagara Urgent Care Pharmacy),289-296-3200,pch563@pharmachoice.com,5845 Ferry StNiagara Falls  ONL2G 1S8,www.pharmachoice.com/locations/niagara-urgent-care
PharmacyCorner,905-662-8666,,521 Hwy 8  Unit 5Stoney Creek  ONL8G 1G4,www.pharmacycorner.ca
Pharmasave - Beamsville - Hixon St (Beamsville Medical Pharmacy),905-563-1234,,4279 Hixon St  PO Box 115Beamsville  ONL0R 1B0,www.pharmasave.com/store/pharmasave-beamsville-med...
Pharmasave - Beamsville - Ontario St (Lincoln Medical Pharmacy),905-563-8808,,4413 Ontario St  Unit 102Beamsville  ONL0R 1B5,www.pharmasave.com/store/pharmasave-lincoln-medica...
Pharmasave - Brantford (Shellard Pharmacy),519-759-6464,,230 Shellard Lane  Unit 7Brantford  ONN3T 0B9,pharmasave.com/brantford-shellard/location
Pharmasave - Brantford (Smith Drug and Apothecary),519-752-2892,,794 Colborne St EBrantford  ONN3S 3S4,www.pharmasave.com/store/pharmasave-smith-drugs-ap...
Pharmasave - Burford (Burford Pharmacy),519-449-2446,,128 King StBurford  ONN0E 1A0,www.pharmasave.com/store/pharmasave-burford-pharma...
Pharmasave - Burlington - Brant St (Brant Plaza Pharmacy),905-333-4088,,561 Brant StBurlington  ONL7R 2G6,www.pharmasave.com/store/pharmasave-brant-plaza-ph...
Pharmasave - Burlington - Guelph Line (WinCare Pharmacy and Compounding Centre),905-332-2999,,2501 Guelph Line  Unit 1Burlington  ONL7M 2A3,www.pharmasave.com/store/pharmasave-wincare-pharma...
Pharmasave - Burlington - Harvester Rd,905-681-1900,,3305 Harvester Rd  Unit 105Burlington  ONL7N 3N2,www.pharmasave.com/store/pharmasave-21/
Pharmasave - Burlington - Plains Rd W,905-634-7007,plainsrdwestpharmacy@gmail.com,29 Plains Rd WBurlington  ONL7T 1E8,plainsrdwestpharmasave.business.site
Pharmasave - Burlington - Thomas Alton Blvd (Alton Village Pharmacy),905-315-9900,,4265 Thomas Alton BlvdBurlington  ONL7M 0M9,
Pharmasave - Burlington - Walkers Line (Walkers New Pharmacy and Compounding Center),905-333-5557,,495 Walkers LineBurlington  ONL7N 2E3,pharmasave.com/burlington-walkers/location
Pharmasave - Caledonia (Caledonia Medical Pharmacy),289-960-0732,,370 Argyle St SCaledonia  ONN3W 2N2,www.pharmasave.com/store/pharmasave-caledonia-medi...
Pharmasave - Delhi - 105 Main St (Community Health Centre),519-582-0006,,Delhi Community Health Centre105 Main St  Main FlDelhi  ONN4B 2L8,www.pharmasave.com/store/pharmasave-delhi-health-c...
Pharmasave - Delhi - 221 Main St,519-582-1530,,221 Main StDelhi  ONN4B 2M4,www.pharmasave.com/store/pharmasave-delhi
Pharmasave - Dundas (Dundas Valley Medical Pharmacy),905-628-8500,,105 King St W  Unit B  Main FlDundas  ONL9H 1V1,www.pharmasave.com/store/pharmasave-dundas-valley-...
Pharmasave - Dunnville (Grand River Pharmacy),905-229-2050,,Haldimand War Memorial Hospital334 Broad St WDunnville  ONN1A 1T1,www.pharmasave.com/store/pharmasave-grand-river-ph...
Pharmasave - Fort Erie (Mrs O's Pharmacy),905-994-0200,,118 Jarvis StFort Erie  ONL2A 2S4,www.pharmasave.com/store/pharmasave-mrs-os-pharmac...
Pharmasave - Fort Erie - Garrison Rd,289-320-9090,,1264 Garrison RdFort Erie  ONL2A 1P1,www.pharmasave.com/store/pharmasave-25
Pharmasave - Hagersville,905-768-1144,,30 Main St N  PO Box 850Hagersville  ONN0A 1H0,www.pharmasave.com/store/pharmasave-hagersville/
Pharmasave - Hamilton (West Harbour Pharmacy),905-529-7997,,554 John St NHamilton  ONL8L 4S1,www.pharmasave.com/store/pharmasave-west-harbour-p...
Pharmasave - Hamilton - 155 James St S (Prism's),905-527-5771,,155 James St SHamilton  ONL8P 3A4,www.pharmasave.com/store/pharmasave-prisms
Pharmasave - Hamilton - 179 James St S (Hamilton Medical Arts),905-522-1117,,179 James St SHamilton  ONL8P 3A3,www.pharmasave.com/store/pharmasave-hamilton-medic...
Pharmasave - Hamilton - Main St W (University Centre Pharmacy),905-540-3787,,1280 Main St WHamilton  ONL8S 4L8,www.pharmasave.com/store/pharmasave-university-cen...
Pharmasave - Hamilton - Queenston Rd (Queenston Place Pharmacy),289-389-9831,,640 Queenston RdHamilton  ONL8K 1K2,www.pharmasave.com/store/pharmasave-queenston-plac...
Pharmasave - Hamilton - Upper Ottawa St (Supercare Hamilton),905-385-1010,,1575 Upper Ottawa St  Unit A5Hamilton  ONL8W 3E2,pharmasave.com/hamilton-supercare/location
Pharmasave - Niagara Falls (MedPlus Pharmacy),905-228-5040,,8279 Lundy's LaneNiagara Falls  ONL2H 1H5,www.pharmasave.com/store/pharmasave-kalar-centre-p...
Pharmasave - Niagara Falls - Dorchester Rd (Morrison),289-296-7600,,4725 Dorchester Rd  Unit A5Niagara Falls  ONL2E 0A8,www.pharmasave.com/store/pharmasave-morrison-pharm...
Pharmasave - Niagara Falls - Stanley Ave (Hanna Pharmacy),289-341-0122,,5233 Stanley AveNiagara Falls  ONL2E 7C2,www.pharmasave.com/store/pharmasave-hanna-pharmacy
Pharmasave - Niagara-on-the-Lake (Simpson's Apothecary),905-468-8400,,233 King St  PO Box 1415Niagara-on-the-Lake  ONL0S 1J0,www.pharmasave.com/store/pharmasave-simpsons-apoth...
Pharmasave - Ohsweken,519-445-4515,,1769 Chiefswood RdOhsweken  ONN0A 1M0,www.pharmasave.com/store/pharmasave-ohsweken
Pharmasave - Simcoe - Cedar St (Clark's),519-428-4226,,381 Cedar StSimcoe  ONN3Y 2J2,www.pharmasave.com/store/pharmasave-clarks
Pharmasave - Simcoe - Norfolk St S (Clark's),519-426-6580,,454 Norfolk St SSimcoe  ONN3Y 2X3,www.pharmasave.com/store/pharmasave-clarks-2
Pharmasave - Simcoe - West St (Clark's Health Centre),519-426-7750,,216 West StSimcoe  ONN3Y 1S8,www.pharmasave.com/store/pharmasave-clarks-health-...
Pharmasave - Smithville (West Lincoln Pharmacy),905-957-5700,,239 St Catharines St  Unit 25Smithville  ONL0R 2A0,pharmasave.com/smithville/location
Pharmasave - St Catharines (Carlton Corners),289-479-5690,,574 Carlton StSt Catharines  ONL2M 4X9,www.pharmasave.com/store/pharmasave-carlton-buntin...
Pharmasave - St Catharines (Ontario St Pharmacy),905-687-7283,,318 Ontario StSt Catharines  ONL2R 5L8,pharmasave.com/st-catharines-ontario-street/locati...
Pharmasave - St Catharines (Port Health Pharmacy),905-646-3335,,101 Lakeport RdSt Catharines  ONL2N 7L7,www.pharmasave.com/store/pharmasave-port-health-ph...
Pharmasave - St Catharines (Port Weller Pharmacy),905-934-2023,,Cambridge Plaza260 Lakeshore RdSt Catharines  ONL2M 7R4,www.pharmasave.com/store/pharmasave-port-weller-ph...
Pharmasave - St Catharines - Carlton St (Carlton Heights Pharmacy),905-934-2222,,595 Carlton StSt Catharines  ONL2M 4Y2,www.pharmasave.com/store/pharmasave-carlton-height...
Pharmasave - St Catharines - Scott St (Grantham Pharmacy),905-934-3333,,400 Scott StSt Catharines  ONL2M 3W4,www.pharmasave.com/store/pharmasave-grantham-pharm...
Pharmasave - St Catharines - Welland Ave (Singar's Pharmacy),905-988-1919,singarspharmacy@gmail.com,164 Welland AveSt Catharines  ONL2R 2N6,www.singarspharmacy.com
Pharmasave - Stoney Creek - Hwy 8 (SuperCare Pharmacy),905-664-1922,,410 Hwy 8Stoney Creek  ONL8G 1G2,www.pharmasave.com/store/pharmasave-supercare-phar...
Pharmasave - Stoney Creek - Stone Church Rd E (Paramount),905-578-1111,,1795 Stone Church Rd E  Unit 5001Stoney Creek  ONL8J 0B4,www.pharmasave.com/store/pharmasave-paramount
Pharmasave - Thorold (Henderson's Pharmacy),905-227-2511,,15 Front St SThorold  ONL2V 1W8,www.pharmasave.com/store/pharmasave-hendersons
Pharmasave - Virgil (Simpson's Pharmacy),905-468-2121,,1882 Niagara Stone Rd  PO Box 329Virgil  ONL0S 1T0,www.pharmasave.com/store/pharmasave-simpsons-pharm...
Pharmasave - Waterdown (Waterdown Village Pharmacy),905-690-2882,,287 Dundas St E  Unit 4  PO Box 1341Waterdown  ONL0R 2H0,www.pharmasave.com/store/pharmasave-waterdown-vill...
Pharmashield Dispensary - Niagara Falls,905-356-8482,info@pharmashielddispensary.com,5400 Portage RdNiagara Falls  ONL2G 5X7,www.pharmashielddispensary.com
Plainsview Pharmacy,905-681-8881,plainsviewpharmacy665@gmail.com,665 Plains Rd EBurlington  ONL7T 2E8,www.plainsviewpharmacy.com
Pop Rx Ancaster Central Pharmacy,289-239-6900,,1015 Golf Links RdAncaster  ONL9K 1L6,
Port Medical Pharmacy,905-834-7678,,254 Killaly St W  Unit 9Port Colborne  ONL3K 6A6,
Portage Medical Pharmacy,905-356-6986,portagemedicalpharmacy@gmail.com,4383 Portage RdNiagara Falls  ONL2E 6A6,www.portagemedicalpharmacy.com
PTG Pharmacies - Hamilton - Queenston Rd (Queenston Pharmacy),905-578-0999,queenston@ptgpharmacy.com,631 Queenston RdHamilton  ONL8K 6R5,www.ptgpharmacy.com/Hamilton_Pharmacy_Ontario.html
PTG Pharmacies - Hamilton - Upper Wentworth St (Mountain Clinic Pharmacy),905-296-1000,mountainclinic@ptgpharmacy.com,880 Upper Wentworth St  Unit 5AHamilton  ONL9A 5H2,www.ptgpharmacy.com/Hamilton_Pharmacy_Ontario.html
PTG Pharmacies - Stoney Creek (Centennial Pharmacy),905-560-2000,centennial@ptgpharmacy.com,140 Centennial Pkwy N  Unit 2AStoney Creek  ONL8E 1H9,www.ptgpharmacy.com/Hamilton_Pharmacy_Ontario
Queen Lake Pharmacy,905-662-0096,queenlakepharmacy@gmail.com,910 Queenston RdStoney Creek  ONL8G 1B5,www.queenlakepharmacy.ca
Queen Street Pharmacy,905-354-5604,info@queenstreetpharmacy.com,4421 Queen StNiagara Falls  ONL2E 2L2,www.queenstreetpharmacy.com
Queen York Pharmacy,905-577-6868,,103 Queen St N  Unit 7Hamilton  ONL8R 2V5,
Queen's Medical Pharmacy,905-639-7797,,666 Appleby LineBurlington  ONL7L 5Y3,
Queen's Pharmacy,905-688-6363,,112 Queenston St  Unit M1St Catharines  ONL2R 2Z4,
Queenston Pharma Star Pharmacy,905-641-0707,queenstonpharmastar@bellnet.ca,145 Queenston St  Unit 104St Catharines  ONL2R 2Z9,
Real Canadian Superstore DRUGStore Pharmacy - Grimsby,905-309-5070,phr02806@loblaw.ca,361 South Service RdGrimsby  ONL3M 4E8,www.realcanadiansuperstore.ca/store-locator/detail...
Real Canadian Superstore DRUGStore Pharmacy - Simcoe,519-426-1032,,125 Queensway ESimcoe  ONN3Y 4M5,www.realcanadiansuperstore.ca/store-locator/detail...
Real Canadian Superstore DRUGStore Pharmacy - St Catharines - Louth St,905-984-4159,,411 Louth StSt Catharines  ONL2S 4A2,www.realcanadiansuperstore.ca//store-locator/St.+C...
Remedy'sRx Pharmacy - Brantford - 222 Fairview Dr,519-759-3784,,222 Fairview DrBrantford  ONN3R 2W9,www.remedys.ca/en/ontario/brantford/remedysrx-nort...
Remedy'sRx Pharmacy - Brantford - 403 Fairview Dr (Fairview Pharmacy),519-756-3333,,403 Fairview DrBrantford  ONN3R 6T2,www.remedys.ca/en/ontario/brantford/fairview-pharm...
Remedy'sRx Pharmacy - Brantford - Eagle Ave (Eagle Place Apothecary),519-770-0505,,78 Eagle AveBrantford  ONN3S 1Z3,www.remedys.ca/en/ontario/brantford/eagle-place-ap...
Remedy'sRx Pharmacy - Burlington - Guelph Line (Progressive Pharmacy),289-245-1616,progressivepharmacyrx@gmail.com,678 Guelph Line  Unit 3Burlington  ONL7R 3M8,www.progressivepharmacy.ca
Remedy'sRx Pharmacy - Burlington - Lakeshore Rd (Elizabeth St Pharmacy),905-681-3784,,2079 Lakeshore RdBurlington  ONL7R 1E2,www.remedys.ca/en/ontario/burlington/elizabeth-str...
Remedy'sRx Pharmacy - Burlington - Plains Rd W (Aldershot Village Pharmacy),905-635-6225,,18 Plains Rd W  Unit 2Burlington  ONL7T 0B3,www.remedys.ca/en/ontario/burlington/aldershot-vil...
Remedy'sRx Pharmacy - Fort Erie (Garrison Square),905-994-0990,,660 Garrison Rd  Unit 7Fort Erie  ONL2A 6E2,www.remedys.ca/en/ontario/fort-erie/garrison-squar...
Remedy'sRx Pharmacy - Hamilton - 1079 Barton St E (Healthcare Plus Pharmacy),905-547-8813,,1079 Barton St EHamilton  ONL8L 3E2,www.remedys.ca/en/ontario/hamilton/healthcare-plus...
Remedy'sRx Pharmacy - Hamilton - 276 Barton St E (C and DC Pharmacy),905-522-5777,,276 Barton St EHamilton  ONL8L 2X3,www.remedys.ca/en/ontario/hamilton/cdc-pharmacy-70...
Remedy'sRx Pharmacy - Hamilton - 908 Garth St (Healthcare Plus Pharmacy),905-389-1339,,908 Garth StHamilton  ONL9C 4L2,www.remedys.ca/en/ontario/hamilton/healthcare-plus...
Remedy'sRx Pharmacy - Niagara Falls - Lundy's Lane (Orchard Grove Pharmacy),905-354-8000,,8123 Lundy's LaneNiagara Falls  ONL2H 1H3,www.remedys.ca/en/ontario/niagara-falls/orchard-gr...
Remedy'sRx Pharmacy - St Catharines - Carlton St,289-362-6026,,359 Carlton St  Unit 6St Catharines  ONL2N 1C2,www.remedys.ca/en/ontario/st-catherines/carlton-me...
Remedy'sRx Pharmacy - St Catharines - Lakeshore Rd (Samson's),905-938-9998,,33 Lakeshore Rd  Unit 28St Catharines  ONL2N 7B3,www.remedys.ca/en/ontario/st-catharines/samsons-re...
Remedy'sRx Pharmacy - St Catharines - Niagara St,905-682-5210,,140 Niagara St  Unit 106St Catharines  ONL2R 4L4,www.remedys.ca/en/ontario/st-catharines/niagara-st...
Remedy'sRx Pharmacy - Stoney Creek - Centennial Pkwy S (Healthcare Plus),905-664-4005,remedys.sc@gmail.com,68 Centennial Pkwy S  Unit 103Stoney Creek  ONL8G 2C5,www.remedys.ca/en/ontario/stoney-creek/healthcare-...
Remedy'sRx Pharmacy - Stoney Creek - Upper Centennial Pkwy (Southmount Pharmacy),905-662-3214,,35 Upper Centennial PkwyStoney Creek  ONL8J 3W2,www.remedys.ca/en/ontario/stoney-creek/southmount-...
Remedy'sRx Pharmacy - Welland - Lincoln St (Lincoln Centre),905-788-2700,,390 Lincoln StWelland  ONL3B 4N4,www.remedys.ca/en/ontario/welland/lincoln-centre-r...
Remedy'sRx Pharmacy - Welland - Ontario Rd (Welland Medical Pharmacy),905-714-9009,,595 Ontario RdWelland  ONL3B 0B3,www.remedys.ca/en/ontario/welland/welland-medical-...
Resident Care Pharmacy,905-639-6447,,5040 Mainway  Unit 1Burlington  ONL7L 5Z1,www.residentcare.ca
Rest Acres Pharmacy,519-442-7474,,1084 Rest Acres RdParis  ONN3L 0B5,www.restacrespharmacy.com
Rexall Home Health Care - Welland - Pharmacy,905-732-1663,8212rx@rexall.ca,325 Thorold Rd WWelland  ONL3C 3W4,www.rexall.ca/storelocator/store/8212
Rexall Pharma Plus - Brantford - St Paul Ave (Bartle's),519-756-6363,8203rx@rexall.ca,260 St Paul AveBrantford  ONN3R 4M7,www.rexall.ca/storelocator/store/8203
Rexall Pharma Plus - Brantford - Wayne Gretzky Pkwy,519-759-3355,8214rx@rexall.ca,St Joseph's Lifecare Centre99 Wayne Gretzky Pkwy  Unit 117Brantford  ONN3S 6T6,www.rexall.ca/storelocator/store/8214
Rexall Pharma Plus - Burlington - Brant St (Upper Brant),905-335-3255,1040rx@rexall.ca,Upper Brant Plaza2201 Brant StBurlington  ONL7P 3N8,www.rexall.ca/storelocator/store/1040
Rexall Pharma Plus - Burlington - Guelph Line (Burlington Centre),905-335-2933,2410rx@rexall.ca,2400 Guelph LineBurlington  ONL7P 4M7,www.rexall.ca/storelocator/store/2410
Rexall Pharma Plus - Caledonia,905-765-4082,2188rx@rexall.ca,351 Argyle St SCaledonia  ONN3W 1K7,www.rexall.ca/storelocator/store/2188/?vendor_loca...
Rexall Pharma Plus - Hamilton - King St W (Lloyd D Jackson Square),905-529-0333,1404rx@rexall.ca,Lloyd D Jackson Square2 King St W  Unit 18Hamilton  ONL8P 1A1,www.rexall.ca/storelocator/store/1404
Rexall Pharma Plus - Hamilton - Main St E,905-522-5447,1123rx@rexall.ca,447 Main St EHamilton  ONL8N 1K1,www.rexall.ca/storelocator/store/1123
Rexall Pharma Plus - Hamilton - Mohawk Rd W,905-389-6211,1743rx@rexall.ca,640 Mohawk Rd W  Unit 21Hamilton  ONL9C 1X6,www.rexall.ca/storelocator/store/1743
Rexall Pharma Plus - Paris,519-442-5602,1750rx@rexall.ca,72 Grand River St NParis  ONN3L 2M2,www.rexall.ca/storelocator/store/1750/?vendor_loca...
Rexall Pharma Plus - Waterford,519-443-8333,1826rx@rexall.ca,792 Old Hwy 24Waterford  ONN0E 1Y0,www.rexall.ca/storelocator/store/1826/?vendor_loca...
Rexall Pharmacy - Ancaster,905-648-4479,8207rx@rexall.ca,370 Wilson St EAncaster  ONL9G 4S4,www.rexall.ca/storelocator/store/8207
Rexall Pharmacy - Burlington - New St (Appleby Mall),905-637-2331,2089rx@rexall.ca,5061 New StBurlington  ONL7L 1V2,www.rexall.ca/storelocator/store/2089
Rexall Pharmacy - Dundas (Hatt/Memorial Dundas),905-627-2909,0201rx@rexall.ca,60 Hatt StDundas  ONL9H 7T6,www.rexall.ca/storelocator/store/201
Rexall Pharmacy - Dunnville,905-774-6222,8209rx@rexall.ca,155 Lock St EDunnville  ONN1A 1J6,www.rexall.ca/storelocator/store/8209/?vendor_loca...
Rexall Pharmacy - Fort Erie,905-994-9000,1651rx@rexall.ca,310 Garrison Rd  Suite CFort Erie  ONL2A 1M7,www.rexall.ca/storelocator/store/1651/?vendor_loca...
Rexall Pharmacy - Hamilton - Dundurn St,905-522-9578,8204rx@rexall.ca,331 Dundurn StHamilton  ONL8P 4L5,www.rexall.ca/storelocator/store/8204
Rexall Pharmacy - Hamilton - Fennell Ave,905-383-3386,8205rx@rexall.ca,1119 Fennell AveHamilton  ONL8T 1S2,www.rexall.ca/storelocator/store/8205
Rexall Pharmacy - Hamilton - Parkdale Ave N,905-547-2174,8210rx@rexall.ca,234 Parkdale Ave NHamilton  ONL8H 5X5,www.rexall.ca/storelocator/store/8210
Rexall Pharmacy - Hamilton - Queenston Rd,905-547-4168,6946rx@rexall.ca,126 Queenston RdHamilton  ONL8K 1G4,www.rexall.ca/storelocator/store/6946
Rexall Pharmacy - Hamilton - Rymal Rd E,905-387-7878,0203rx@rexall.ca,505 Rymal Rd EHamilton  ONL8W 3X1,www.rexall.ca/storelocator/store/203
Rexall Pharmacy - Hamilton - Upper James St,905-388-3410,8211rx@rexall.ca,730 Upper James StHamilton  ONL9C 2Z9,www.rexall.ca/storelocator/store/8211
Rexall Pharmacy - Hamilton - Upper Ottawa St,905-383-5999,0204rx@rexall.ca,1395 Upper Ottawa StHamilton  ONL8W 3K8,www.rexall.ca/storelocator/store/204
Rexall Pharmacy - Hamilton - Upper Paradise Rd,905-318-5383,0202rx@rexall.ca,930 Upper Paradise Rd  Unit 13Hamilton  ONL9B 2N1,www.rexall.ca/storelocator/store/202
Rexall Pharmacy - Hamilton - Upper Sherman Ave,905-385-3218,8202rx@rexall.ca,517 Upper Sherman AveHamilton  ONL8V 3L7,www.rexall.ca/storelocator/store/8202
Rexall Pharmacy - Niagara Falls,905-354-3314,1800rx@rexall.ca,6484 Lundy's LaneNiagara Falls  ONL2G 1T6,www.rexall.ca/storelocator/store/1800/?vendor_loca...
Rexall Pharmacy - St Catharines - Queenston St,905-641-0101,8201rx@rexall.ca,111 Queenston StSt Catharines  ONL2R 2Z5,www.rexall.ca/storelocator/store/8201
Rexall Pharmacy - Thorold,905-227-0707,2451rx@rexall.ca,Pine Plaza9 Pine St N  Unit 1AThorold  ONL2V 3Z9,www.rexall.ca/storelocator/store/2451
Rexall Pharmacy - Welland - Fitch St,905-732-2231,1610rx@rexall.ca,Bldg E200 Fitch StWelland  ONL3C 4V9,www.rexall.ca/storelocator/store/1610/?vendor_loca...
Rexall Pharmacy - Welland - King St,905-732-9611,6923rx@rexall.ca,399 King StWelland  ONL3B 3K4,www.rexall.ca/storelocator/store/6923
Rexall Pharmacy - Welland - Thorold Rd W,905-732-1663,8212rx@rexall.ca,325 Thorold Rd WWelland  ONL3C 3W4,www.rexall.ca/storelocator/store/8212
Rexall Pharmacy and Home Healthcare - Beamsville,905-563-7122,0422rx@rexall.ca,4486 Ontario StBeamsville  ONL0R 1B5,www.rexall.ca/storelocator/store/422/?vendor_locat...
Right Care Pharmacy,905-628-3337,,Castlewood Plaza2 Castlewood Blvd  Unit 7Dundas  ONL9H 7M8,
Riverview Pharmacy,905-527-9138,info@riverviewpharmacy.ca,303 King St EHamilton  ONL8N 1C1,riverviewpharmacy.ca
Rose City Pharmacy,905-735-7505,,188 East Main StWelland  ONL3B 3W8,
